ZAC_Uv3

 ======== test get_l2 ========= 

2026-02-10 16:57:09,509; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/ZAC_Uv3.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:57:31,750; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/ZAC_Uv3/ZAC_Uv3_10min.nc
2026-02-10 16:57:31,775; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:57:32,010; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 16:57:32,112; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:57:32,514; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/ZAC_Uv3/ZAC_Uv3_hour.csv
2026-02-10 16:57:32,514; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/ZAC_Uv3/ZAC_Uv3_hour.nc

 ======== test join_l2 ========= 

2026-02-10 16:57:33,916; INFO; pypromice.pipeline.join_l2; ZAC_Uv3 array loaded from /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/ZAC_Uv3/ZAC_Uv3_hour.nc
2026-02-10 16:57:34,208; INFO; pypromice.pipeline.join_l2; ZAC_Uv3 array loaded from /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/ZAC_Uv3/ZAC_Uv3_hour.nc
2026-02-10 16:57:34,208; INFO; pypromice.pipeline.join_l2; Combining /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/ZAC_Uv3/ZAC_Uv3_hour.nc with /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/ZAC_Uv3/ZAC_Uv3_hour.nc...
2026-02-10 16:57:34,361; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:57:36,329; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/ZAC_Uv3/ZAC_Uv3_hour.csv
2026-02-10 16:57:36,330; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/ZAC_Uv3/ZAC_Uv3_hour.nc
2026-02-10 16:57:36,330; INFO; pypromice.pipeline.join_l2; Files saved to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/ZAC_Uv3...

 ======== test l2tol3 ========= 

2026-02-10 16:57:36,847; WARNING; root; data_issues_path is missing. Using default data issues path: ../PROMICE-AWS-data-issues
2026-02-10 16:57:38,876; INFO; pypromice.pipeline.L2toL3; processing gps_lat with relocation on 2023-04-25T19:00:00, 2024-04-25T19:00:00
2026-02-10 16:57:38,885; INFO; pypromice.pipeline.L2toL3; processing gps_lon with relocation on 2023-04-25T19:00:00, 2024-04-25T19:00:00
2026-02-10 16:57:38,892; INFO; pypromice.pipeline.L2toL3; processing gps_alt with relocation on 2023-04-25T19:00:00, 2024-04-25T19:00:00
2026-02-10 16:57:38,918; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/ZAC_Uv3.csv
2026-02-10 16:57:38,930; DEBUG; pypromice.core.qc.github_data_issues; ---> 2023-04-27 00:00:00 None z_surf_2 add -1.0
2026-02-10 16:57:38,931; DEBUG; pypromice.core.qc.github_data_issues; ---> 2023-11-22 00:00:00 None z_surf_2 add -3.2
2026-02-10 16:57:38,932; INFO; pypromice.pipeline.L2toL3; Combining surface height
2026-02-10 16:57:38,932; INFO; pypromice.pipeline.L2toL3; -> ablation site
2026-02-10 16:57:39,036; DEBUG; pypromice.pipeline.L2toL3; -> estimating ablation period for each year
2026-02-10 16:57:39,038; DEBUG; pypromice.pipeline.L2toL3; 2022 derived from z_ice_surf
2026-02-10 16:57:39,041; DEBUG; pypromice.pipeline.L2toL3; 2023 no z_ice_surf, just using JJA
2026-02-10 16:57:39,042; DEBUG; pypromice.pipeline.L2toL3; 2024 derived from z_ice_surf
2026-02-10 16:57:39,045; DEBUG; pypromice.pipeline.L2toL3; 2025 no z_ice_surf, just using JJA
2026-02-10 16:57:39,047; DEBUG; pypromice.pipeline.L2toL3; 2026 no z_ice_surf, just using JJA
2026-02-10 16:57:39,047; DEBUG; pypromice.pipeline.L2toL3; 2026 could not estimate ablation season
2026-02-10 16:57:39,047; DEBUG; pypromice.pipeline.L2toL3; 2022: Ablation from 2022-06-04 00:00:00 to 2022-08-23 22:00:00
2026-02-10 16:57:39,052; DEBUG; pypromice.pipeline.L2toL3; adjusting z to hs1
2026-02-10 16:57:39,053; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:57:39,053; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:57:39,055; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:57:39,055; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:57:39,056; DEBUG; pypromice.pipeline.L2toL3; 2023: Ablation from 2023-06-01 00:00:00 to 2023-08-31 23:00:00
2026-02-10 16:57:39,061; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:57:39,062; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:57:39,063; DEBUG; pypromice.pipeline.L2toL3; 2024: Ablation from 2024-06-21 02:00:00 to 2024-08-31 07:00:00
2026-02-10 16:57:39,067; DEBUG; pypromice.pipeline.L2toL3; adjusting z to hs1
2026-02-10 16:57:39,067; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:57:39,067; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:57:39,069; DEBUG; pypromice.pipeline.L2toL3; 2025: Ablation from 2025-06-01 00:00:00 to 2025-08-31 23:00:00
2026-02-10 16:57:39,072; DEBUG; pypromice.pipeline.L2toL3; 2026: Ablation from 2025-12-31 00:00:00 to 2025-12-31 00:00:00
2026-02-10 16:57:39,099; INFO; pypromice.pipeline.L2toL3; surface height combination finished
2026-02-10 16:57:39,133; INFO; pypromice.pipeline.L2toL3; Calculating thermistor depth
2026-02-10 16:57:39,138; INFO; pypromice.pipeline.L2toL3; No maintenance at ZAC_Uv3
2026-02-10 16:57:39,147; INFO; pypromice.pipeline.L2toL3; interpolating 10 m firn/ice temperature (on hourly values)
2026-02-10 16:57:39,806; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:57:40,093; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 16:57:40,226; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:57:43,592; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/ZAC_Uv3/ZAC_Uv3_hour.csv
2026-02-10 16:57:43,592; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/ZAC_Uv3/ZAC_Uv3_hour.nc
2026-02-10 16:57:43,599; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:57:43,696; INFO; pypromice.io.write; Resampling to 1D
2026-02-10 16:57:43,832; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:57:44,106; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/ZAC_Uv3/ZAC_Uv3_day.csv
2026-02-10 16:57:44,107; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/ZAC_Uv3/ZAC_Uv3_day.nc
2026-02-10 16:57:44,111; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:57:44,206; INFO; pypromice.io.write; Resampling to MS
2026-02-10 16:57:44,337; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:57:45,227; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/ZAC_Uv3/ZAC_Uv3_month.csv
2026-02-10 16:57:45,227; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/ZAC_Uv3/ZAC_Uv3_month.nc
